t,v,gap,ttc,eff_off,lon_cmd,throttle,brake,rule_aeb,final_aeb,ovt,ped,ml_risk,ml_brake
15.1,0.558,6.42,11.52,-0.013,-0.128,0.05,0.0,0,0,idle,0,0.277,0.0
15.15,0.598,6.39,10.69,-0.013,-0.12,0.048,0.0,0,0,idle,0,0.282,0.0
15.2,0.52,6.37,12.23,-0.013,-0.116,0.046,0.0,0,0,idle,0,0.272,0.0
15.25,0.559,6.34,11.34,-0.013,-0.108,0.044,0.0,0,0,idle,0,0.272,0.0
15.3,0.524,6.31,12.05,-0.013,-0.103,0.041,0.0,0,0,idle,0,0.266,0.0
15.35,0.563,6.28,11.15,-0.013,-0.093,0.039,0.0,0,0,idle,0,0.269,0.0
15.4,0.492,6.26,12.72,-0.012,-0.089,0.036,0.0,0,0,idle,0,0.26,0.0
15.45,0.518,6.23,12.04,-0.012,-0.081,0.034,0.0,0,0,idle,0,0.257,0.0
15.5,0.488,6.21,12.73,-0.012,-0.074,0.031,0.0,0,0,idle,0,0.252,0.0
15.55,0.477,6.18,12.97,-0.012,-0.068,0.029,0.0,0,0,idle,0,0.248,0.0
15.6,0.435,6.16,14.17,-0.012,-0.062,0.027,0.0,0,0,idle,0,0.24,0.0
15.65,0.463,6.14,13.27,-0.012,-0.054,0.024,0.0,0,0,idle,0,0.239,0.0
15.7,0.414,6.12,14.79,-0.012,-0.048,0.017,0.0,0,0,idle,0,0.234,0.0
15.75,0.438,6.1,13.9,-0.012,-0.038,0.018,0.0,0,0,idle,0,0.233,0.0
15.8,0.401,6.08,15.14,-0.012,-0.03,0.016,0.0,0,0,idle,0,0.228,0.0
15.85,0.395,6.06,15.35,-0.012,-0.021,0.016,0.0,0,0,idle,0,0.224,0.0
15.9,0.323,6.04,18.67,-0.012,-0.014,0.013,0.0,0,0,idle,0,0.217,0.0
15.95,0.398,6.02,15.14,-0.012,0.001,0.016,0.0,0,0,idle,0,0.219,0.0
16.0,0.281,6.0,21.37,-0.012,0.013,0.011,0.0,0,0,idle,0,0.211,0.0
16.05,0.356,5.99,16.8,-0.012,0.032,0.014,0.0,0,0,idle,0,0.213,0.0
16.1,0.239,5.97,25.01,-0.011,0.039,0.01,0.0,0,0,idle,0,0.203,0.0
16.15,0.315,5.96,18.89,-0.012,0.049,0.013,0.0,0,0,idle,0,0.206,0.0
16.2,0.197,5.95,30.15,-0.011,0.049,0.008,0.0,0,0,idle,0,0.195,0.0
16.25,0.275,5.93,21.57,-0.011,0.054,0.0,0.007,0,0,idle,0,0.199,0.0
16.3,0.0,5.93,59.32,-0.011,0.041,0.0,0.0,0,0,idle,0,0.158,0.0
16.35,0.011,5.93,59.3,-0.011,0.031,0.0,0.0,0,0,idle,0,0.149,0.0
16.4,0.084,5.93,59.28,-0.012,0.029,0.003,0.0,0,0,idle,0,0.165,0.0
16.45,0.018,5.93,59.27,-0.012,0.023,0.001,0.0,0,0,idle,0,0.166,0.0
16.5,0.077,5.92,59.25,-0.012,0.022,0.003,0.0,0,0,idle,0,0.176,0.0
16.55,0.024,5.92,59.24,-0.012,0.018,0.001,0.0,0,0,idle,0,0.172,0.0
16.6,0.072,5.92,59.22,-0.012,0.018,0.003,0.0,0,0,idle,0,0.176,0.0
16.65,0.029,5.92,59.21,-0.012,0.015,0.001,0.0,0,0,idle,0,0.172,0.0
16.7,0.068,5.92,59.2,-0.012,0.016,0.003,0.0,0,0,idle,0,0.174,0.0
16.75,0.033,5.92,59.2,-0.012,0.014,0.001,0.0,0,0,idle,0,0.17,0.0
16.8,0.064,5.92,59.18,-0.012,0.014,0.003,0.0,0,0,idle,0,0.171,0.0
16.85,0.036,5.92,59.18,-0.012,0.013,0.001,0.0,0,0,idle,0,0.168,0.0
16.9,0.061,5.92,59.17,-0.012,0.014,0.002,0.0,0,0,idle,0,0.166,0.0
16.95,0.039,5.92,59.17,-0.012,0.013,0.002,0.0,0,0,idle,0,0.164,0.0
17.0,0.058,5.92,59.16,-0.012,0.013,0.002,0.0,0,0,idle,0,0.162,0.0
17.05,0.041,5.92,59.16,-0.012,0.012,0.002,0.0,0,0,idle,0,0.159,0.0
17.1,0.056,5.92,59.15,-0.012,0.013,0.002,0.0,0,0,idle,0,0.157,0.0
17.15,0.043,5.92,59.15,-0.012,0.012,0.002,0.0,0,0,idle,0,0.154,0.0
17.2,0.054,5.91,59.15,-0.012,0.013,0.002,0.0,0,0,idle,0,0.151,0.0
17.25,0.045,5.91,59.15,-0.012,0.012,0.002,0.0,0,0,idle,0,0.146,0.0
17.3,0.053,5.91,59.14,-0.012,0.013,0.002,0.0,0,0,idle,0,0.147,0.0
17.35,0.046,5.91,59.15,-0.012,0.012,0.002,0.0,0,0,idle,0,0.147,0.0
17.4,0.052,5.91,59.14,-0.012,0.012,0.002,0.0,0,0,idle,0,0.145,0.0
17.45,0.047,5.91,59.14,-0.012,0.012,0.002,0.0,0,0,idle,0,0.146,0.0
17.5,0.05,5.91,59.14,-0.012,0.012,0.002,0.0,0,0,idle,0,0.144,0.0
17.55,0.048,5.91,59.14,-0.012,0.012,0.002,0.0,0,0,idle,0,0.144,0.0
17.6,0.049,5.91,59.14,-0.012,0.012,0.002,0.0,0,0,idle,0,0.142,0.0
17.65,0.049,5.91,59.14,-0.012,0.012,0.002,0.0,0,0,idle,0,0.142,0.0
17.7,0.049,5.91,59.14,-0.012,0.012,0.002,0.0,0,0,idle,0,0.141,0.0
17.75,0.05,5.91,59.14,-0.012,0.012,0.002,0.0,0,0,idle,0,0.141,0.0
17.8,0.048,5.91,59.14,-0.012,0.012,0.002,0.0,0,0,idle,0,0.14,0.0
17.85,0.051,5.91,59.14,-0.012,0.012,0.002,0.0,0,0,idle,0,0.14,0.0
17.9,0.047,5.91,59.14,-0.012,0.012,0.002,0.0,0,0,idle,0,0.14,0.0
17.95,0.051,5.91,59.15,-0.012,0.012,0.002,0.0,0,0,idle,0,0.14,0.0
18.0,0.047,5.91,59.14,-0.012,0.012,0.002,0.0,0,0,idle,0,0.14,0.0
18.05,0.052,5.91,59.15,-0.012,0.012,0.002,0.0,0,0,idle,0,0.14,0.0
18.1,0.046,5.91,59.14,-0.012,0.012,0.002,0.0,0,0,idle,0,0.14,0.0
18.15,0.052,5.92,59.15,-0.012,0.012,0.002,0.0,0,0,idle,0,0.14,0.0
18.2,0.046,5.91,59.15,-0.012,0.012,0.002,0.0,0,0,idle,0,0.14,0.0
18.25,0.053,5.92,59.15,-0.012,0.012,0.002,0.0,0,0,idle,0,0.14,0.0
18.3,0.046,5.92,59.15,-0.012,0.012,0.002,0.0,0,0,idle,0,0.14,0.0
18.35,0.053,5.92,59.16,-0.012,0.012,0.002,0.0,0,0,idle,0,0.14,0.0
18.4,0.045,5.92,59.15,-0.012,0.012,0.002,0.0,0,0,idle,0,0.14,0.0
18.45,0.053,5.92,59.16,-0.012,0.012,0.002,0.0,0,0,idle,0,0.14,0.0
18.5,0.045,5.92,59.16,-0.012,0.012,0.002,0.0,0,0,idle,0,0.14,0.0
18.55,0.053,5.92,59.16,-0.012,0.012,0.002,0.0,0,0,idle,0,0.14,0.0
18.6,0.045,5.92,59.16,-0.012,0.012,0.002,0.0,0,0,idle,0,0.14,0.0
18.65,0.054,5.92,59.17,-0.012,0.012,0.002,0.0,0,0,idle,0,0.14,0.0
18.7,0.045,5.92,59.17,-0.012,0.012,0.002,0.0,0,0,idle,0,0.14,0.0
18.75,0.054,5.92,59.17,-0.012,0.012,0.002,0.0,0,0,idle,0,0.14,0.0
18.8,0.045,5.92,59.17,-0.012,0.012,0.002,0.0,0,0,idle,0,0.14,0.0
18.85,0.054,5.92,59.18,-0.012,0.012,0.002,0.0,0,0,idle,0,0.14,0.0
18.9,0.045,5.92,59.18,-0.012,0.012,0.002,0.0,0,0,idle,0,0.14,0.0
18.95,0.054,5.92,59.18,-0.012,0.012,0.002,0.0,0,0,idle,0,0.14,0.0
19.0,0.044,5.92,59.18,-0.012,0.012,0.002,0.0,0,0,idle,0,0.14,0.0
19.05,0.054,5.92,59.19,-0.012,0.012,0.002,0.0,0,0,idle,0,0.14,0.0
19.1,0.044,5.92,59.19,-0.012,0.012,0.002,0.0,0,0,idle,0,0.14,0.0
19.15,0.054,5.92,59.19,-0.012,0.012,0.002,0.0,0,0,idle,0,0.14,0.0
19.2,0.044,5.92,59.19,-0.012,0.012,0.002,0.0,0,0,idle,0,0.14,0.0
19.25,0.054,5.92,59.2,-0.012,0.012,0.002,0.0,0,0,idle,0,0.14,0.0
19.3,0.044,5.92,59.19,-0.012,0.012,0.002,0.0,0,0,idle,0,0.14,0.0
19.35,0.054,5.92,59.2,-0.012,0.012,0.002,0.0,0,0,idle,0,0.14,0.0
19.4,0.044,5.92,59.2,-0.012,0.012,0.002,0.0,0,0,idle,0,0.14,0.0
19.45,0.054,5.92,59.21,-0.012,0.012,0.002,0.0,0,0,idle,0,0.14,0.0
19.5,0.044,5.92,59.21,-0.012,0.012,0.002,0.0,0,0,idle,0,0.14,0.0
19.55,0.054,5.92,59.21,-0.012,0.012,0.002,0.0,0,0,idle,0,0.14,0.0
19.6,0.044,5.92,59.21,-0.012,0.012,0.002,0.0,0,0,idle,0,0.14,0.0
19.65,0.054,5.92,59.22,-0.012,0.012,0.002,0.0,0,0,idle,0,0.14,0.0
19.7,0.044,5.92,59.22,-0.012,0.012,0.002,0.0,0,0,idle,0,0.14,0.0
19.75,0.054,5.92,59.22,-0.012,0.012,0.002,0.0,0,0,idle,0,0.14,0.0
19.8,0.044,5.92,59.22,-0.012,0.012,0.002,0.0,0,0,idle,0,0.14,0.0
19.85,0.054,5.92,59.23,-0.012,0.012,0.002,0.0,0,0,idle,0,0.14,0.0
19.9,0.044,5.92,59.23,-0.012,0.012,0.002,0.0,0,0,idle,0,0.14,0.0
19.95,0.054,5.92,59.23,-0.012,0.012,0.002,0.0,0,0,idle,0,0.14,0.0
20.0,0.044,5.92,59.23,-0.012,0.012,0.002,0.0,0,0,idle,0,0.14,0.0
20.05,0.054,5.92,59.24,-0.012,0.012,0.002,0.0,0,0,idle,0,0.14,0.0
20.1,0.044,5.92,59.24,-0.012,0.012,0.002,0.0,0,0,idle,0,0.139,0.0
20.15,0.054,5.92,59.24,-0.012,0.012,0.002,0.0,0,0,idle,0,0.14,0.0
20.2,0.044,5.92,59.24,-0.012,0.012,0.002,0.0,0,0,idle,0,0.139,0.0
20.25,0.054,5.92,59.25,-0.012,0.012,0.002,0.0,0,0,idle,0,0.14,0.0
20.3,0.044,5.92,59.25,-0.012,0.012,0.002,0.0,0,0,idle,0,0.139,0.0
20.35,0.054,5.93,59.25,-0.012,0.012,0.002,0.0,0,0,idle,0,0.14,0.0
20.4,0.044,5.93,59.25,-0.012,0.012,0.002,0.0,0,0,idle,0,0.139,0.0
20.45,0.054,5.93,59.26,-0.012,0.012,0.002,0.0,0,0,idle,0,0.14,0.0
20.5,0.044,5.93,59.26,-0.012,0.012,0.002,0.0,0,0,idle,0,0.139,0.0
20.55,0.054,5.93,59.26,-0.012,0.012,0.002,0.0,0,0,idle,0,0.14,0.0
20.6,0.044,5.93,59.26,-0.012,0.012,0.002,0.0,0,0,idle,0,0.139,0.0
20.65,0.054,5.93,59.27,-0.012,0.012,0.002,0.0,0,0,idle,0,0.14,0.0
20.7,0.044,5.93,59.27,-0.012,0.012,0.002,0.0,0,0,idle,0,0.139,0.0
20.75,0.054,5.93,59.27,-0.012,0.012,0.002,0.0,0,0,idle,0,0.14,0.0
20.8,0.044,5.93,59.27,-0.012,0.012,0.002,0.0,0,0,idle,0,0.139,0.0
20.85,0.054,5.93,59.28,-0.012,0.012,0.002,0.0,0,0,idle,0,0.14,0.0
20.9,0.044,5.93,59.28,-0.012,0.012,0.002,0.0,0,0,idle,0,0.139,0.0
20.95,0.054,5.93,59.29,-0.011,0.012,0.002,0.0,0,0,idle,0,0.14,0.0
21.0,0.044,5.93,59.28,-0.011,0.012,0.002,0.0,0,0,idle,0,0.139,0.0
21.05,0.054,5.93,59.29,-0.011,0.012,0.002,0.0,0,0,idle,0,0.14,0.0
21.1,0.044,5.93,59.29,-0.011,0.012,0.002,0.0,0,0,idle,0,0.139,0.0
21.15,0.054,5.93,59.3,-0.011,0.012,0.002,0.0,0,0,idle,0,0.14,0.0
21.2,0.044,5.93,59.29,-0.011,0.012,0.002,0.0,0,0,idle,0,0.139,0.0
21.25,0.054,5.93,59.3,-0.011,0.012,0.002,0.0,0,0,idle,0,0.14,0.0
21.3,0.044,5.93,59.3,-0.011,0.012,0.002,0.0,0,0,idle,0,0.139,0.0
21.35,0.054,5.93,59.31,-0.011,0.012,0.002,0.0,0,0,idle,0,0.14,0.0
21.4,0.044,5.93,59.3,-0.011,0.012,0.002,0.0,0,0,idle,0,0.139,0.0
21.45,0.054,5.93,59.31,-0.011,0.012,0.002,0.0,0,0,idle,0,0.14,0.0
21.5,0.044,5.93,59.31,-0.011,0.012,0.002,0.0,0,0,idle,0,0.139,0.0
21.55,0.054,5.93,59.32,-0.011,0.012,0.002,0.0,0,0,idle,0,0.14,0.0
21.6,0.044,5.93,59.31,-0.011,0.012,0.002,0.0,0,0,idle,0,0.139,0.0
21.65,0.054,5.93,59.32,-0.011,0.012,0.002,0.0,0,0,idle,0,0.14,0.0
21.7,0.044,5.93,59.32,-0.011,0.012,0.002,0.0,0,0,idle,0,0.139,0.0
21.75,0.054,5.93,59.33,-0.011,0.012,0.002,0.0,0,0,idle,0,0.14,0.0
21.8,0.044,5.93,59.32,-0.011,0.012,0.002,0.0,0,0,idle,0,0.139,0.0
21.85,0.054,5.93,59.33,-0.011,0.012,0.002,0.0,0,0,idle,0,0.139,0.0
21.9,0.044,5.93,59.33,-0.011,0.012,0.002,0.0,0,0,idle,0,0.139,0.0
21.95,0.054,5.93,59.34,-0.011,0.012,0.002,0.0,0,0,idle,0,0.139,0.0
22.0,0.044,5.93,59.34,-0.011,0.012,0.002,0.0,0,0,idle,0,0.139,0.0
22.05,0.054,5.93,59.34,-0.011,0.012,0.002,0.0,0,0,idle,0,0.139,0.0
22.1,0.044,5.93,59.34,-0.011,0.012,0.002,0.0,0,0,idle,0,0.139,0.0
22.15,0.054,5.93,59.35,-0.011,0.012,0.002,0.0,0,0,idle,0,0.139,0.0
22.2,0.044,5.93,59.35,-0.011,0.012,0.002,0.0,0,0,idle,0,0.139,0.0
22.25,0.054,5.94,59.35,-0.011,0.012,0.002,0.0,0,0,idle,0,0.139,0.0
22.3,0.044,5.94,59.35,-0.011,0.012,0.002,0.0,0,0,idle,0,0.139,0.0
22.35,0.054,5.94,59.36,-0.011,0.012,0.002,0.0,0,0,idle,0,0.139,0.0
22.4,0.044,5.94,59.36,-0.011,0.012,0.002,0.0,0,0,idle,0,0.139,0.0
22.45,0.054,5.94,59.36,-0.011,0.012,0.002,0.0,0,0,idle,0,0.139,0.0
22.5,0.044,5.94,59.36,-0.011,0.012,0.002,0.0,0,0,idle,0,0.139,0.0
22.55,0.054,5.94,59.37,-0.011,0.012,0.002,0.0,0,0,idle,0,0.139,0.0
22.6,0.044,5.94,59.37,-0.011,0.012,0.002,0.0,0,0,idle,0,0.139,0.0
22.65,0.054,5.94,59.37,-0.011,0.012,0.002,0.0,0,0,idle,0,0.139,0.0
22.7,0.044,5.94,59.37,-0.011,0.012,0.002,0.0,0,0,idle,0,0.139,0.0
22.75,0.054,5.94,59.38,-0.011,0.012,0.002,0.0,0,0,idle,0,0.139,0.0
22.8,0.044,5.94,59.38,-0.011,0.012,0.002,0.0,0,0,idle,0,0.139,0.0
22.85,0.054,5.94,59.38,-0.011,0.012,0.002,0.0,0,0,idle,0,0.139,0.0
22.9,0.044,5.94,59.38,-0.011,0.012,0.002,0.0,0,0,idle,0,0.139,0.0
22.95,0.054,5.94,59.39,-0.011,0.012,0.002,0.0,0,0,idle,0,0.139,0.0
23.0,0.044,5.94,59.39,-0.011,0.012,0.002,0.0,0,0,idle,0,0.139,0.0
23.05,0.054,5.94,59.4,-0.011,0.012,0.002,0.0,0,0,idle,0,0.139,0.0
23.1,0.044,5.94,59.39,-0.011,0.012,0.002,0.0,0,0,idle,0,0.139,0.0
23.15,0.054,5.94,59.4,-0.011,0.012,0.002,0.0,0,0,idle,0,0.139,0.0
23.2,0.044,5.94,59.4,-0.011,0.012,0.002,0.0,0,0,idle,0,0.139,0.0
23.25,0.054,5.94,59.41,-0.011,0.012,0.002,0.0,0,0,idle,0,0.139,0.0
23.3,0.044,5.94,59.4,-0.011,0.012,0.002,0.0,0,0,idle,0,0.139,0.0
23.35,0.054,5.94,59.41,-0.011,0.012,0.002,0.0,0,0,idle,0,0.139,0.0
23.4,0.044,5.94,59.41,-0.011,0.012,0.002,0.0,0,0,idle,0,0.139,0.0
23.45,0.054,5.94,59.42,-0.011,0.012,0.002,0.0,0,0,idle,0,0.139,0.0
23.5,0.044,5.94,59.41,-0.011,0.012,0.002,0.0,0,0,idle,0,0.139,0.0
23.55,0.054,5.94,59.42,-0.011,0.012,0.002,0.0,0,0,idle,0,0.139,0.0
23.6,0.044,5.94,59.42,-0.011,0.012,0.002,0.0,0,0,idle,0,0.139,0.0
23.65,0.054,5.94,59.43,-0.011,0.012,0.002,0.0,0,0,idle,0,0.139,0.0
23.7,0.044,5.94,59.43,-0.011,0.012,0.002,0.0,0,0,idle,0,0.139,0.0
23.75,0.054,5.94,59.43,-0.011,0.012,0.002,0.0,0,0,idle,0,0.139,0.0
23.8,0.044,5.94,59.43,-0.011,0.012,0.002,0.0,0,0,idle,0,0.139,0.0
23.85,0.054,5.94,59.44,-0.011,0.012,0.002,0.0,0,0,idle,0,0.139,0.0
23.9,0.044,5.94,59.44,-0.011,0.012,0.002,0.0,0,0,idle,0,0.139,0.0
23.95,0.054,5.94,59.44,-0.011,0.012,0.002,0.0,0,0,idle,0,0.139,0.0
24.0,0.044,5.94,59.44,-0.011,0.012,0.002,0.0,0,0,idle,0,0.139,0.0
