t,v,gap,ttc,eff_off,lon_cmd,throttle,brake,rule_aeb,final_aeb,ovt,ped,ml_risk,ml_brake
16.1,3.176,10.29,99,0.026,-0.537,0.221,0.0,0,0,idle,0,0.215,0.0
16.15,3.191,10.28,35.07,0.026,-0.55,0.226,0.0,0,0,idle,0,0.251,0.0
16.2,3.207,10.27,81.15,0.026,-0.537,0.222,0.0,0,0,idle,0,0.22,0.0
16.25,3.222,10.26,31.6,0.026,-0.55,0.226,0.0,0,0,idle,0,0.256,0.0
16.3,3.238,10.25,64.89,0.026,-0.537,0.222,0.0,0,0,idle,0,0.224,0.0
16.35,3.253,10.23,28.76,0.026,-0.55,0.227,0.0,0,0,idle,0,0.259,0.0
16.4,3.268,10.22,53.92,0.026,-0.537,0.223,0.0,0,0,idle,0,0.226,0.0
16.45,3.283,10.2,26.3,0.026,-0.55,0.227,0.0,0,0,idle,0,0.257,0.0
16.5,3.298,10.19,46.01,0.026,-0.537,0.223,0.0,0,0,idle,0,0.225,0.0
16.55,3.313,10.17,24.23,0.026,-0.55,0.228,0.0,0,0,idle,0,0.252,0.0
16.6,3.328,10.16,40.13,0.026,-0.537,0.223,0.0,0,0,idle,0,0.232,0.0
16.65,3.342,10.14,22.46,0.026,-0.55,0.228,0.0,0,0,idle,0,0.271,0.0
16.7,3.356,10.12,35.58,0.026,-0.537,0.224,0.0,0,0,idle,0,0.248,0.0
16.75,3.371,10.1,20.93,0.026,-0.55,0.228,0.0,0,0,idle,0,0.294,0.0
16.8,3.385,10.08,31.96,0.026,-0.537,0.224,0.0,0,0,idle,0,0.262,0.0
16.85,3.399,10.06,19.59,0.026,-0.55,0.229,0.0,0,0,idle,0,0.311,0.0
16.9,3.413,10.04,29.0,0.026,-0.537,0.225,0.0,0,0,idle,0,0.281,0.0
16.95,3.427,10.02,18.4,0.026,-0.55,0.229,0.0,0,0,idle,0,0.33,0.0
17.0,3.44,10.0,26.53,0.026,-0.537,0.225,0.0,0,0,idle,0,0.304,0.0
17.05,3.454,9.97,17.24,0.026,-0.55,0.229,0.0,0,0,idle,0,0.354,0.0
17.1,3.467,9.95,24.22,0.026,-0.537,0.225,0.0,0,0,idle,0,0.336,0.0
17.15,3.48,9.92,16.3,0.026,-0.55,0.23,0.0,0,0,idle,0,0.386,0.0
17.2,3.494,9.9,22.44,0.026,-0.537,0.226,0.0,0,0,idle,0,0.368,0.0
17.25,3.507,9.87,15.44,0.026,-0.55,0.23,0.0,0,0,idle,0,0.431,0.0
17.3,3.52,9.85,20.89,0.026,-0.537,0.226,0.0,0,0,idle,0,0.404,0.0
17.35,3.532,9.81,14.66,0.026,-0.55,0.23,0.0,0,0,idle,0,0.48,0.0
17.4,3.545,9.79,19.52,0.026,-0.537,0.226,0.0,0,0,idle,0,0.451,0.0
17.45,3.558,9.76,13.95,0.026,-0.547,0.23,0.0,0,0,idle,0,0.531,0.0
17.5,3.57,9.73,18.31,0.026,-0.532,0.225,0.0,0,0,idle,0,0.498,0.0
17.55,3.582,9.7,13.31,0.026,-0.539,0.228,0.0,0,0,idle,0,0.588,0.0
17.6,3.594,9.67,17.14,0.026,-0.523,0.222,0.0,0,0,idle,0,0.559,0.0
17.65,3.605,9.63,12.66,0.026,-0.529,0.224,0.0,0,0,idle,0,0.639,0.0
17.7,3.615,9.6,16.24,0.026,-0.511,0.219,0.0,0,0,idle,0,0.611,0.0
17.75,3.625,9.57,12.16,0.026,0.178,0.0,0.022,0,0,idle,0,0.689,0.178
17.8,3.614,9.53,15.97,0.026,0.153,0.0,0.019,0,0,idle,0,0.661,0.153
17.85,3.575,9.5,12.79,0.026,0.55,0.0,0.069,0,0,idle,0,0.726,0.55
17.9,3.511,9.47,18.96,0.026,0.405,0.0,0.051,0,0,idle,0,0.676,0.405
17.95,3.44,9.44,15.36,0.026,0.739,0.0,0.092,0,0,idle,0,0.721,0.739
18.0,3.359,9.42,26.59,0.026,0.368,0.0,0.046,0,0,idle,0,0.637,0.368
18.05,3.282,9.4,20.29,0.026,0.565,0.0,0.071,0,0,idle,0,0.666,0.565
18.1,3.201,9.39,46.04,0.026,-0.486,0.205,0.0,0,0,idle,0,0.538,0.0
18.15,3.14,9.38,28.07,0.026,0.088,0.0,0.011,0,0,idle,0,0.568,0.088
18.2,3.092,9.37,86.49,0.026,-0.485,0.203,0.0,0,0,idle,0,0.413,0.0
18.25,3.046,9.36,37.59,0.026,-0.497,0.206,0.0,0,0,idle,0,0.448,0.0
18.3,3.022,9.36,93.57,0.026,-0.484,0.202,0.0,0,0,idle,0,0.329,0.0
18.35,3.011,9.35,42.04,0.026,-0.497,0.206,0.0,0,0,idle,0,0.356,0.0
18.4,3.009,9.35,93.47,0.026,-0.484,0.201,0.0,0,0,idle,0,0.269,0.0
18.45,3.012,9.34,40.3,0.026,-0.497,0.206,0.0,0,0,idle,0,0.3,0.0
18.5,3.018,9.34,93.37,0.026,-0.484,0.201,0.0,0,0,idle,0,0.239,0.0
18.55,3.025,9.33,36.73,0.026,-0.496,0.206,0.0,0,0,idle,0,0.276,0.0
18.6,3.034,9.32,93.25,0.026,-0.483,0.202,0.0,0,0,idle,0,0.225,0.0
18.65,3.043,9.31,33.18,0.026,-0.496,0.206,0.0,0,0,idle,0,0.265,0.0
18.7,3.052,9.31,79.13,0.026,-0.483,0.202,0.0,0,0,idle,0,0.229,0.0
18.75,3.061,9.3,29.5,0.026,-0.496,0.206,0.0,0,0,idle,0,0.271,0.0
18.8,3.071,9.29,63.17,0.026,-0.483,0.202,0.0,0,0,idle,0,0.236,0.0
18.85,3.08,9.28,26.97,0.026,-0.496,0.206,0.0,0,0,idle,0,0.274,0.0
18.9,3.089,9.27,52.63,0.026,-0.483,0.202,0.0,0,0,idle,0,0.24,0.0
18.95,3.099,9.26,24.81,0.026,-0.496,0.207,0.0,0,0,idle,0,0.274,0.0
19.0,3.108,9.25,45.04,0.026,-0.483,0.203,0.0,0,0,idle,0,0.242,0.0
19.05,3.117,9.23,22.95,0.026,-0.496,0.207,0.0,0,0,idle,0,0.277,0.0
19.1,3.126,9.22,39.33,0.026,-0.483,0.203,0.0,0,0,idle,0,0.246,0.0
19.15,3.135,9.21,21.35,0.026,-0.496,0.207,0.0,0,0,idle,0,0.288,0.0
19.2,3.144,9.2,34.87,0.026,-0.483,0.203,0.0,0,0,idle,0,0.257,0.0
19.25,3.153,9.18,19.69,0.026,-0.496,0.207,0.0,0,0,idle,0,0.31,0.0
19.3,3.162,9.16,30.6,0.026,-0.483,0.203,0.0,0,0,idle,0,0.279,0.0
19.35,3.171,9.15,18.46,0.026,-0.496,0.208,0.0,0,0,idle,0,0.329,0.0
19.4,3.179,9.13,27.78,0.026,-0.483,0.203,0.0,0,0,idle,0,0.297,0.0
19.45,3.188,9.11,17.39,0.026,-0.496,0.208,0.0,0,0,idle,0,0.346,0.0
19.5,3.196,9.09,25.41,0.026,-0.483,0.204,0.0,0,0,idle,0,0.319,0.0
19.55,3.204,9.07,16.44,0.026,-0.496,0.208,0.0,0,0,idle,0,0.367,0.0
19.6,3.213,9.05,23.17,0.026,-0.483,0.204,0.0,0,0,idle,0,0.349,0.0
19.65,3.22,9.03,15.47,0.027,-0.494,0.208,0.0,0,0,idle,0,0.401,0.0
19.7,3.229,9.01,21.45,0.028,-0.48,0.203,0.0,0,0,idle,0,0.382,0.0
19.75,3.235,8.98,14.72,0.029,-0.489,0.206,0.0,0,0,idle,0,0.449,0.0
19.8,3.243,8.95,20.03,0.03,-0.473,0.201,0.0,0,0,idle,0,0.423,0.0
19.85,3.249,8.92,14.04,0.031,-0.481,0.204,0.0,0,0,idle,0,0.495,0.0
19.9,3.257,8.9,18.78,0.032,-0.464,0.198,0.0,0,0,idle,0,0.468,0.0
19.95,3.262,8.87,13.44,0.034,-0.471,0.2,0.0,0,0,idle,0,0.545,0.0
20.0,3.269,8.84,17.73,0.035,-0.453,0.195,0.0,0,0,idle,0,0.516,0.0
20.05,3.273,8.81,12.92,0.034,-0.46,0.197,0.0,0,0,idle,0,0.598,0.0
20.1,3.277,8.78,16.9,0.035,-0.442,0.191,0.0,0,0,idle,0,0.569,0.0
20.15,3.279,8.75,12.51,0.038,-0.448,0.193,0.0,0,0,idle,0,0.638,0.0
20.2,3.283,8.72,15.95,0.04,-0.431,0.187,0.0,0,0,idle,0,0.615,0.0
20.25,3.284,8.68,12.01,0.042,0.181,0.0,0.023,0,0,idle,0,0.688,0.181
20.3,3.27,8.65,15.81,0.044,0.162,0.0,0.02,0,0,idle,0,0.663,0.162
20.35,3.228,8.62,12.71,0.046,0.506,0.0,0.063,0,0,idle,0,0.719,0.506
20.4,3.169,8.6,18.7,0.047,0.373,0.0,0.047,0,0,idle,0,0.672,0.373
20.45,3.102,8.57,15.23,0.049,0.647,0.0,0.081,0,0,idle,0,0.71,0.647
20.5,3.028,8.55,25.8,0.049,0.316,0.0,0.039,0,0,idle,0,0.632,0.316
20.55,2.955,8.53,19.99,0.051,0.462,0.0,0.058,0,0,idle,0,0.654,0.462
20.6,2.882,-1,99,0.052,-0.396,0.171,0.0,0,0,idle,0,0.0,0.0
20.65,2.824,-1,99,0.054,-0.348,0.154,0.0,0,0,idle,0,0.0,0.0
20.7,2.79,-1,99,0.055,-0.281,0.131,0.0,0,0,idle,0,0.0,0.0
20.75,2.763,-1,99,0.057,-0.215,0.109,0.0,0,0,idle,0,0.0,0.0
20.8,2.741,-1,99,0.058,-0.181,0.097,0.0,0,0,idle,0,0.0,0.0
20.85,2.716,-1,99,0.06,-0.17,0.093,0.0,0,0,idle,0,0.0,0.0
20.9,2.691,-1,99,0.061,-0.177,0.095,0.0,0,0,idle,0,0.0,0.0
20.95,2.664,-1,99,0.062,-0.197,0.101,0.0,0,0,idle,0,0.0,0.0
21.0,2.638,-1,99,0.064,-0.227,0.111,0.0,0,0,idle,0,0.0,0.0
21.05,2.612,-1,99,0.065,-0.265,0.123,0.0,0,0,idle,0,0.0,0.0
21.1,2.591,-1,99,0.064,-0.308,0.137,0.0,0,0,idle,0,0.0,0.0
21.15,2.571,-1,99,0.065,-0.355,0.153,0.0,0,0,idle,0,0.0,0.0
21.2,2.558,-1,99,0.066,-0.406,0.169,0.0,0,0,idle,0,0.0,0.0
21.25,2.548,-1,99,0.068,-0.459,0.187,0.0,0,0,idle,0,0.0,0.0
21.3,2.544,-1,99,0.069,-0.513,0.205,0.0,0,0,idle,0,0.0,0.0
21.35,2.544,-1,99,0.07,-0.565,0.222,0.0,0,0,idle,0,0.0,0.0
21.4,2.551,-1,99,0.071,-0.615,0.239,0.0,0,0,idle,0,0.0,0.0
21.45,2.565,-1,99,0.072,-0.662,0.255,0.0,0,0,idle,0,0.0,0.0
21.5,2.588,-1,99,0.073,-0.706,0.27,0.0,0,0,idle,0,0.0,0.0
21.55,2.616,-1,99,0.074,-0.748,0.284,0.0,0,0,idle,0,0.0,0.0
21.6,2.652,-1,99,0.075,-0.788,0.298,0.0,0,0,idle,0,0.0,0.0
21.65,2.693,-1,99,0.076,-0.825,0.311,0.0,0,0,idle,0,0.0,0.0
21.7,2.74,-1,99,0.075,-0.861,0.324,0.0,0,0,idle,0,0.0,0.0
21.75,2.791,-1,99,0.076,-0.896,0.336,0.0,0,0,idle,0,0.0,0.0
21.8,2.849,-1,99,0.077,-0.929,0.348,0.0,0,0,idle,0,0.0,0.0
21.85,2.91,-1,99,0.078,-0.963,0.36,0.0,0,0,idle,0,0.0,0.0
21.9,2.977,-1,99,0.08,-0.996,0.372,0.0,0,0,idle,0,0.0,0.0
21.95,3.047,-1,99,0.08,-1.029,0.384,0.0,0,0,idle,0,0.0,0.0
22.0,3.123,-1,99,0.082,-1.062,0.396,0.0,0,0,idle,0,0.0,0.0
22.05,3.201,-1,99,0.083,-1.097,0.408,0.0,0,0,idle,0,0.0,0.0
22.1,3.286,-1,99,0.084,-1.117,0.416,0.0,0,0,idle,0,0.0,0.0
22.15,3.373,-1,99,0.085,-1.127,0.421,0.0,0,0,idle,0,0.0,0.0
22.2,3.465,-1,99,0.084,-1.129,0.422,0.0,0,0,idle,0,0.0,0.0
22.25,3.556,-1,99,0.085,-1.124,0.422,0.0,0,0,idle,0,0.0,0.0
22.3,3.65,-1,99,0.086,-1.115,0.42,0.0,0,0,idle,0,0.0,0.0
22.35,3.742,-1,99,0.088,-1.102,0.417,0.0,0,0,idle,0,0.0,0.0
22.4,3.835,-1,99,0.089,-1.087,0.414,0.0,0,0,idle,0,0.0,0.0
22.45,3.924,-1,99,0.09,-1.07,0.409,0.0,0,0,idle,0,0.0,0.0
22.5,4.012,-1,99,0.091,-1.052,0.404,0.0,0,0,idle,0,0.0,0.0
22.55,4.095,-1,99,0.093,-1.033,0.399,0.0,0,0,idle,0,0.0,0.0
22.6,4.178,-1,99,0.094,-1.014,0.394,0.0,0,0,idle,0,0.0,0.0
22.65,4.254,-1,99,0.095,-0.994,0.388,0.0,0,0,idle,0,0.0,0.0
22.7,4.329,-1,99,0.097,-0.975,0.383,0.0,0,0,idle,0,0.0,0.0
22.75,4.399,-1,99,0.098,-0.956,0.377,0.0,0,0,idle,0,0.0,0.0
22.8,4.467,-1,99,0.097,-0.938,0.372,0.0,0,0,idle,0,0.0,0.0
22.85,4.528,-1,99,0.099,-0.921,0.367,0.0,0,0,idle,0,0.0,0.0
22.9,4.589,-1,99,0.1,-0.904,0.362,0.0,0,0,idle,0,0.0,0.0
22.95,4.646,-1,99,0.102,-0.887,0.358,0.0,0,0,idle,0,0.0,0.0
23.0,4.7,-1,99,0.103,-0.872,0.353,0.0,0,0,idle,0,0.0,0.0
23.05,4.751,-1,99,0.105,-0.857,0.349,0.0,0,0,idle,0,0.0,0.0
23.1,4.799,-1,99,0.106,-0.843,0.345,0.0,0,0,idle,0,0.0,0.0
23.15,4.844,-1,99,0.105,-0.829,0.341,0.0,0,0,idle,0,0.0,0.0
23.2,4.886,-1,99,0.106,-0.817,0.337,0.0,0,0,idle,0,0.0,0.0
23.25,4.926,-1,99,0.108,-0.805,0.334,0.0,0,0,idle,0,0.0,0.0
23.3,4.965,-1,99,0.11,-0.793,0.331,0.0,0,0,idle,0,0.0,0.0
23.35,5.001,-1,99,0.111,-0.782,0.327,0.0,0,0,idle,0,0.0,0.0
23.4,5.035,-1,99,0.112,-0.772,0.324,0.0,0,0,idle,0,0.0,0.0
23.45,5.009,-1,99,0.111,-0.766,0.322,0.0,0,0,idle,0,0.0,0.0
23.5,4.991,-1,99,0.112,-0.763,0.321,0.0,0,0,idle,0,0.0,0.0
23.55,4.998,-1,99,0.114,-0.759,0.32,0.0,0,0,idle,0,0.0,0.0
23.6,5.039,-1,99,0.115,-0.755,0.319,0.0,0,0,idle,0,0.0,0.0
23.65,5.018,-1,99,0.116,-0.752,0.318,0.0,0,0,idle,0,0.0,0.0
23.7,5.047,-1,99,0.117,-0.749,0.317,0.0,0,0,idle,0,0.0,0.0
23.75,5.042,-1,99,0.116,-0.746,0.316,0.0,0,0,idle,0,0.0,0.0
23.8,4.963,-1,99,0.117,-0.75,0.316,0.0,0,0,idle,0,0.0,0.0
23.85,5.046,-1,99,0.118,-0.747,0.316,0.0,0,0,idle,0,0.0,0.0
23.9,5.05,-1,99,0.119,-0.745,0.316,0.0,0,0,idle,0,0.0,0.0
23.95,4.97,-1,99,0.12,-0.748,0.316,0.0,0,0,idle,0,0.0,0.0
24.0,5.114,-1,99,0.121,-0.741,0.315,0.0,0,0,idle,0,0.0,0.0
