t,ego_v,gap,lane_offset,mode,delta_cmd,lon_cmd,steer,throttle,brake,lead_v,lead_ttc,aeb_active,ovt_state,ped_warn,failover_src,ovt_off,ovt_tgt
37.45,5.98,-,0.028,LKA,0.0004,-0.91,0.001,0.38,0.00,-,-,0,idle,0,0,0.028,0.000
37.50,5.98,-,0.028,LKA,-0.0004,-0.91,-0.001,0.38,0.00,-,-,0,idle,0,0,0.028,0.000
37.55,5.98,-,0.028,LKA,0.0004,-0.91,0.001,0.38,0.00,-,-,0,idle,0,0,0.028,0.000
37.60,5.98,-,0.028,LKA,-0.0004,-0.91,-0.001,0.38,0.00,-,-,0,idle,0,0,0.028,0.000
37.65,5.98,-,0.028,LKA,0.0004,-0.91,0.001,0.38,0.00,-,-,0,idle,0,0,0.028,0.000
37.70,5.98,-,0.027,LKA,-0.0004,-0.91,-0.001,0.38,0.00,-,-,0,idle,0,0,0.027,0.000
37.75,5.98,-,0.028,LKA,0.0004,-0.91,0.001,0.38,0.00,-,-,0,idle,0,0,0.028,0.000
37.80,5.97,-,0.027,LKA,-0.0004,-0.91,-0.001,0.38,0.00,-,-,0,idle,0,0,0.027,0.000
37.85,5.97,-,0.027,LKA,0.0004,-0.91,0.001,0.38,0.00,-,-,0,idle,0,0,0.027,0.000
37.90,5.97,-,0.027,LKA,-0.0004,-0.91,-0.001,0.38,0.00,-,-,0,idle,0,0,0.027,0.000
37.95,5.97,-,0.027,LKA,0.0004,-0.91,0.001,0.38,0.00,-,-,0,idle,0,0,0.027,0.000
38.00,5.97,-,0.027,LKA,-0.0004,-0.91,-0.001,0.38,0.00,-,-,0,idle,0,0,0.027,0.000
38.05,5.97,-,0.027,LKA,0.0004,-0.91,0.001,0.38,0.00,-,-,0,idle,0,0,0.027,0.000
38.10,5.97,-,0.027,LKA,-0.0004,-0.91,-0.001,0.38,0.00,-,-,0,idle,0,0,0.027,0.000
38.15,5.97,-,0.027,LKA,0.0004,-0.91,0.001,0.38,0.00,-,-,0,idle,0,0,0.027,0.000
38.20,5.97,-,0.027,LKA,-0.0004,-0.91,-0.001,0.38,0.00,-,-,0,idle,0,0,0.027,0.000
38.25,5.97,-,0.027,LKA,0.0004,-0.91,0.001,0.38,0.00,-,-,0,idle,0,0,0.027,0.000
38.30,5.97,-,0.027,LKA,-0.0004,-0.91,-0.001,0.38,0.00,-,-,0,idle,0,0,0.027,0.000
38.35,5.97,-,0.027,LKA,0.0004,-0.91,0.001,0.38,0.00,-,-,0,idle,0,0,0.027,0.000
38.40,5.97,-,0.027,LKA,-0.0004,-0.91,-0.001,0.38,0.00,-,-,0,idle,0,0,0.027,0.000
38.45,5.96,-,0.027,LKA,0.0004,-0.91,0.001,0.38,0.00,-,-,0,idle,0,0,0.027,0.000
38.50,5.96,-,0.026,LKA,-0.0004,-0.92,-0.001,0.38,0.00,-,-,0,idle,0,0,0.026,0.000
38.55,5.96,-,0.027,LKA,0.0004,-0.92,0.001,0.38,0.00,-,-,0,idle,0,0,0.027,0.000
38.60,5.96,-,0.026,LKA,-0.0004,-0.92,-0.001,0.38,0.00,-,-,0,idle,0,0,0.026,0.000
38.65,5.96,-,0.026,LKA,0.0004,-0.92,0.001,0.38,0.00,-,-,0,idle,0,0,0.026,0.000
38.70,5.96,-,0.026,LKA,-0.0004,-0.92,-0.001,0.39,0.00,-,-,0,idle,0,0,0.026,0.000
38.75,5.96,-,0.026,LKA,0.0004,-0.92,0.001,0.39,0.00,-,-,0,idle,0,0,0.026,0.000
38.80,5.96,-,0.026,LKA,-0.0004,-0.92,-0.001,0.39,0.00,-,-,0,idle,0,0,0.026,0.000
38.85,5.96,-,0.026,LKA,0.0004,-0.92,0.001,0.39,0.00,-,-,0,idle,0,0,0.026,0.000
38.90,5.96,-,0.026,LKA,-0.0004,-0.92,-0.001,0.39,0.00,-,-,0,idle,0,0,0.026,0.000
38.95,5.96,-,0.026,LKA,0.0004,-0.92,0.001,0.39,0.00,-,-,0,idle,0,0,0.026,0.000
39.00,5.96,-,0.026,LKA,-0.0004,-0.92,-0.001,0.39,0.00,-,-,0,idle,0,0,0.026,0.000
39.05,5.96,-,0.026,LKA,0.0004,-0.92,0.001,0.39,0.00,-,-,0,idle,0,0,0.026,0.000
39.10,5.95,-,0.026,LKA,-0.0004,-0.92,-0.001,0.39,0.00,-,-,0,idle,0,0,0.026,0.000
39.15,5.95,-,0.026,LKA,0.0004,-0.92,0.001,0.39,0.00,-,-,0,idle,0,0,0.026,0.000
39.20,5.95,-,0.026,LKA,-0.0004,-0.92,-0.001,0.39,0.00,-,-,0,idle,0,0,0.026,0.000
39.25,5.95,-,0.026,LKA,0.0004,-0.92,0.001,0.39,0.00,-,-,0,idle,0,0,0.026,0.000
39.30,5.95,-,0.026,LKA,-0.0004,-0.92,-0.001,0.39,0.00,-,-,0,idle,0,0,0.026,0.000
39.35,5.95,-,0.026,LKA,0.0004,-0.92,0.001,0.39,0.00,-,-,0,idle,0,0,0.026,0.000
39.40,5.95,-,0.026,LKA,-0.0004,-0.92,-0.001,0.39,0.00,-,-,0,idle,0,0,0.026,0.000
39.45,5.95,-,0.026,LKA,0.0004,-0.92,0.001,0.39,0.00,-,-,0,idle,0,0,0.026,0.000
39.50,5.95,-,0.026,LKA,-0.0004,-0.92,-0.001,0.39,0.00,-,-,0,idle,0,0,0.026,0.000
39.55,5.95,-,0.026,LKA,0.0004,-0.92,0.001,0.39,0.00,-,-,0,idle,0,0,0.026,0.000
39.60,5.95,-,0.026,LKA,-0.0004,-0.92,-0.001,0.39,0.00,-,-,0,idle,0,0,0.026,0.000
39.65,5.95,-,0.026,LKA,0.0004,-0.92,0.001,0.39,0.00,-,-,0,idle,0,0,0.026,0.000
39.70,5.94,-,0.026,LKA,-0.0004,-0.92,-0.001,0.39,0.00,-,-,0,idle,0,0,0.026,0.000
39.75,5.94,-,0.026,LKA,0.0004,-0.92,0.001,0.39,0.00,-,-,0,idle,0,0,0.026,0.000
39.80,5.94,-,0.026,LKA,-0.0004,-0.92,-0.001,0.39,0.00,-,-,0,idle,0,0,0.026,0.000
39.85,5.94,-,0.026,LKA,0.0004,-0.92,0.001,0.39,0.00,-,-,0,idle,0,0,0.026,0.000
39.90,5.94,-,0.025,LKA,-0.0004,-0.92,-0.001,0.39,0.00,-,-,0,idle,0,0,0.025,0.000
39.95,5.94,-,0.026,LKA,0.0004,-0.93,0.001,0.39,0.00,-,-,0,idle,0,0,0.026,0.000
